toid,gml_version,versiondate,function,reasonforchange,functionstatus,functiontheme,perimeter,area,distinctivename1,distinctivename2,distinctivename3,distinctivename4,primaryaddressbaseuprn,stakeholder1,stakeholder2,stakeholder1role,stakeholder2role,extentdefinition,function_codespace,functiontheme_codespace
osgb4000000073531457,4,43794,Medical Care Accommodation,Modified,Operational,Medical Care,494.24,13725.5,Tithe Farm Nursing Home,,,,1.00081E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073531473,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,376.62,6484.52,Erskine Hall,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073531600,8,44217,Hospital,Modified,Operational,Medical Care,2906.79,40850.08,St Mark's Hospital,,,,202026960,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073531796,7,43549,Hospital,Modified,Operational,Medical Care,2179.15,50781.21,Royal London Hospital,,,,6006330,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073531818,4,42542,Hospital,Modified,Operational,Medical Care,991.15,45158.58,Brockfield House,,,,10013267882,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547655,6,43906,Medical Care Accommodation,Modified,Operational,Medical Care,106.96,550.33,2B,,,,217118167,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547667,4,43157,Medical Care Accommodation,Modified,Operational,Medical Care,263.26,3968,Heathside,,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547668,5,43773,Medical Care Accommodation,Modified,Out of Service,Medical Care,1138.96,53802.96,Twyford Abbey,,,,12148217,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547669,8,43641,Medical Care Accommodation,Attributes,Operational,Medical Care,196.59,1878.88,59,Leighton House Nursing Home,,,1.00061E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547680,5,43867,Medical Care Accommodation,Modified,Operational,Medical Care,392.67,4557.58,,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547689,5,43516,Medical Care Accommodation,Modified,Operational,Medical Care,164.83,1590.27,Victoria Care Centre,,,,202207030,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547694,7,43879,Medical Care Accommodation,Modified,Operational,Medical Care,158.46,1112.78,Raj Nursing Home,31 to 35,,,12027478,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547696,7,43836,Medical Care Accommodation,Modified,Operational,Medical Care,186.29,2142.79,3 to 6,Abbey Ravenscroft Park Nursing home,,,10091041011,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547710,4,43025,Medical Care Accommodation,Modified,Operational,Medical Care,234.99,2845.54,,,,,68117464,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547759,4,43320,Medical Care Accommodation,Modified,Operational,Medical Care,512.03,14119.91,Meadowbanks Care Home,,,,10024387424,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547762,6,43815,Medical Care Accommodation,Modified,Operational,Medical Care,226.16,3224.25,12,,,,5300049219,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547766,3,42542,Medical Care Accommodation,Modified,Operational,Medical Care,179.98,1996.86,127,,,,10012789205,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547779,4,43888,Medical Care Accommodation,Modified,Operational,Medical Care,192.83,1768.97,The Elms,,,,2.00003E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073547868,4,42542,Hospice,Modified,Operational,Medical Care,437.18,8822.72,St Joseph's Hospice,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073548090,5,43872,Medical Care Accommodation,Modified,Operational,Medical Care,589.15,17678.71,Margaret Thatcher Infirmary,,,,217121333,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073548182,7,43678,Medical Care Accommodation,Attributes,Operational,Medical Care,376.46,3882.08,Bluebell Nursing and Residential Home,,,,10001050130,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073548313,7,43048,Medical Care Accommodation,Modified,Operational,Medical Care,361.47,5670.32,1,Cedar View Care Home,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551369,4,42635,Medical Care Accommodation,Attributes,Operational,Medical Care,255.84,2756.83,Mary Seacole Nursing Home,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551371,4,42628,Medical Care Accommodation,Attributes,Operational,Medical Care,162.84,1161.76,Oakcroft Nursing Home,41,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551519,5,43816,Medical Care Accommodation,Modified,Operational,Medical Care,430.48,9160.07,Meadow Court,,,,10034924517,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551542,7,43811,Medical Care Accommodation,Modified,Operational,Medical Care,165.69,1398.65,,,,,10008242693,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551714,3,42542,Hospital,Modified,Operational,Medical Care,215.53,980.58,,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551795,4,42628,Hospital,Attributes,Operational,Medical Care,309.31,5847.44,Blackheath Hospital,40 - 42,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551894,7,43888,Hospital,Modified,Operational,Medical Care,326.13,4593.46,Eltham Community Hospital,30,,,10010251898,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb4000000073551904,4,43866,Medical Care Accommodation,Modified,Operational,Medical Care,303.87,4027.19,,,,,10011845955,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000000000083,1,43000,Medical Care Accommodation,New,Operational,Medical Care,195.79,1952.47,Tayo Situ House,73,,,10091667520,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000000000003,1,43000,Medical Care Accommodation,New,Operational,Medical Care,209.06,2494.6,Clairleigh Nursing Home,104,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000000000125,2,43816,Medical Care Accommodation,Modified,Operational,Medical Care,308.49,3757.28,Glebe Court,,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000000000429,2,43818,Medical Care Accommodation,Modified,Operational,Medical Care,222,2661.81,75,Bromley Park Nursing Home,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000074171906,4,42991,Medical Care Accommodation,Modified,Operational,Medical Care,331.02,6662.06,Hampton Care,,,,10002264331,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000000000553,1,43000,Medical Care Accommodation,New,Operational,Medical Care,209.91,1757.81,Bridgewater House,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000000000626,2,43025,Medical Care Accommodation,Modified,Operational,Medical Care,293.63,4839.69,Baycroft Care Home,,,,10070016706,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000074171079,5,43591,Medical Care Accommodation,Modified,Operational,Medical Care,279.28,2635.92,Upper Halliford Nursing Home,,,,33048449,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000074170931,4,43074,Medical Care Accommodation,Modified,Operational,Medical Care,187.03,1263.35,2,Firtree House Nursing Home,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000074171148,5,43691,Medical Care Accommodation,Attributes,Operational,Medical Care,401.48,7843.74,Sunrise of Sevenoaks,,,,10013771406,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000074171766,4,43887,Medical Care Accommodation,Modified,Operational,Medical Care,404.24,4320.59,Manley Court,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000000074172192,5,44243,Medical Care Accommodation,Attributes,Operational,Medical Care,240.91,3480.22,The Meadows,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005101677761,2,43000,Medical Care Accommodation,Attributes,Operational,Medical Care,316.04,3287.99,Cuffley Manor Care Home,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005190409605,4,43875,Medical Care Accommodation,Modified,Operational,Medical Care,276.61,4551.45,Kingsmere Retirement and Care Home,6,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005202431086,2,43888,Hospice,Modified,Operational,Medical Care,135.88,969.35,5,,,,10010233526,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005202432124,2,43642,Medical Care Accommodation,Modified,Operational,Medical Care,203.69,2308.72,Loose Court,,,,2.00004E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005214584630,2,43824,Medical Care Accommodation,Modified,Operational,Medical Care,499.24,11231.89,Whitgift House,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005214588331,3,43874,Medical Care Accommodation,Modified,Operational,Medical Care,345.73,4449.32,Ashton Lodge,,,,33040541,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005214660132,2,44062,Medical Care Accommodation,Modified,Operational,Medical Care,186.23,1906.63,106,Westside Nursing Home,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005215734660,2,43161,Medical Care Accommodation,Attributes,Operational,Medical Care,195.11,2334.46,35,,,,5870038394,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225836329,1,43179,Medical Care Accommodation,New,Operational,Medical Care,215.67,2406.74,Old Shenfield Place,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225836335,3,44257,Medical Care Accommodation,Modified,Operational,Medical Care,161.23,1532.31,217 To 219,Ashbrook Nursing Home,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225836429,2,43774,Medical Care Accommodation,Modified,Operational,Medical Care,223.28,2448.96,29,Austenwood Residential Nursing Home,,,1.00081E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225836597,1,43179,Medical Care Accommodation,New,Operational,Medical Care,364.73,7384.75,Lavender Oaks Care Home,4,,,5870127519,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225837174,2,43845,Hospital,Attributes,Operational,Medical Care,363.57,7360.38,The Meadows,,,,1.00062E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005225837270,1,43179,Medical Care Accommodation,New,Operational,Medical Care,326.09,2814.54,Gracewell,,,,5870125638,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005227818941,2,43322,Hospice,Attributes,Operational,Medical Care,304.43,5158.47,Woking Hospice,,,,10001155723,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005227818947,3,43404,Medical Care Accommodation,Attributes,Operational,Medical Care,187.25,1377.94,38,,,,1.00022E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005233954116,3,44190,Hospital,Reclassified,Operational,Medical Care,715.55,21112.76,Orsett Hospital,,,,10014290454,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005233989026,3,43580,Medical Care Accommodation,Modified,Operational,Medical Care,434.03,5680.77,,,,,10013775841,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005236969774,1,43375,Hospital,New,Operational,Medical Care,276.74,2530.8,The Churchill Centre,,,,10002909432,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005242190429,1,43503,Hospital,New,Operational,Medical Care,1451.06,48582.06,Goldie Leigh Hospital,,,,10010232637,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005243045624,4,44050,Hospice,Modified,Operational,Medical Care,317.57,6209.02,The Ark,101A,,,200148683,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005245145334,3,43888,Medical Care Accommodation,Modified,Operational,Medical Care,384.58,5440.43,Smyth Lodge,,,,10090797205,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005245188438,3,44253,Medical Care Accommodation,Modified,Operational,Medical Care,254,3446.74,Nesbit House,,,,10094318833,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005245623220,1,43586,Hospice,New,Operational,Medical Care,211.82,2787.3,Edenhall Marie Curie Centre,11,,,5066647,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005245881973,4,44029,Medical Care Accommodation,Attributes,Operational,Medical Care,306.62,5084.94,12,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005275813915,1,44218,Medical Care Accommodation,New,Operational,Medical Care,294.76,1497.03,Eliza Palmer Hub,,,,10033331887,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005248789819,2,44186,Medical Care Accommodation,Modified,Operational,Medical Care,926.59,40908.48,Parklands Manor,,,,10092961334,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005251013945,2,43710,Hospice,Attributes,Operational,Medical Care,246.71,3299.77,47,North London Hospice,,,200211769,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005251154541,3,43804,Hospice,Modified,Operational,Medical Care,504.21,3312.97,St John's Hospice,,,,10033564047,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005251483165,1,43705,Hospice,New,Operational,Medical Care,187.11,2209.58,Caritas House,,,,10013152167,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005251728933,4,44252,Hospice,Modified,Operational,Medical Care,488.11,10375.15,St Luke's Hospice,,,,202191872,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005251779300,3,44210,Hospice,Modified,Operational,Medical Care,967.07,47920.73,Haven House Childrens Hospice,,,,2.00001E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005251847653,1,43713,Hospice,New,Operational,Medical Care,217.38,1272.27,Michael Sobell Hospice,,,,10091098539,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005252103986,1,43719,Hospice,New,Operational,Medical Care,257.52,3833.69,Shooting Star House,,,,10002266004,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005253210707,2,44243,Hospice,Modified,Operational,Medical Care,479.11,14170.45,St Luke's Hospice,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005253744710,3,44231,Hospice,Attributes,Operational,Medical Care,399.01,5510.39,Harlington Hospice,,,,1.00021E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005253959759,4,43910,Hospice,Modified,Operational,Medical Care,391.93,5874.75,Meadow House,,,,12188226,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005257155982,2,43874,Medical Care Accommodation,Attributes,Operational,Medical Care,476.37,9616.84,Windsor Lodge,,,,1.00081E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005257833957,1,43837,Hospital,New,Operational,Medical Care,668.75,20738.69,Kent House Hospital,,,,1.0002E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005266346907,1,43997,Hospice,New,Operational,Medical Care,317.08,1639.98,Pembridge Palliative Care Centre,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005268635240,2,44082,Medical Care Accommodation,Attributes,Operational,Medical Care,351.14,2201.02,,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005273895890,2,44224,Medical Care Accommodation,Attributes,Operational,Medical Care,298.77,5041.99,The Beeches,,,,,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005274410320,1,44186,Medical Care Accommodation,New,Operational,Medical Care,415.53,9605.9,Bristol Court,,,,1.00023E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005274410322,1,44186,Medical Care Accommodation,New,Operational,Medical Care,253.78,3016.99,188,Lew Evans House,,,2.00004E+11,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
osgb5000005277754009,1,44257,Hospital,New,Operational,Medical Care,817.06,13166.62,St Leonard's Hospital,,,,10008299043,,,,,Fully Defined,http://www.ordnancesurvey.co.uk/xml/codelists/sitefunctions.xml,http://www.ordnancesurvey.co.uk/xml/codelists/sitethemes.xml
